"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"burgersfort";9;0;0
"burgh";0;0;42
"burglari";0;52;0
"burgundi";0;5;44
"buri";49;50;0
"burial";0;32;0
"burkard";0;19;0
"burkart";0;17;0
"burkey";0;1;0
"burlap";4;0;0
"burlap’";33;0;0
"burlesqu";11;0;0
"burn";101;184;220
"burnedout";10;0;0
"burner";28;21;0
"burnout";0;2;0
"burnt";0;0;55
"burr";0;0;19
"burress";0;66;0
"burri";0;37;0
"burrito";27;3;0
"burrough";1;0;0
"burrow’";1;0;0
"burst";45;5;0
"burtl";0;39;0
"burton";23;45;81
"bus";138;84;200
"busch";0;0;7
"buse";11;44;39
"busey";0;0;4
"bush";24;114;10
"bushera";0;2;0
"bushi";0;38;0
"busi";882;993;832
"busier";0;12;0
"busiest";0;15;0
"business”";0;1;0
"businessman";0;36;0
"businessmen";33;52;0
"busqu";0;5;0
"bust";0;58;57
"busta";0;0;22
"but";10313;7480;7104
"butch";11;5;0
"butch’";11;0;0
"butchand";11;0;0
"butcher";46;4;0
"butler";0;0;1
"butler’";88;0;0
"butt";41;0;60
"butta";0;0;10
"butt”";2;0;0
"butter";55;53;104
"butterfli";150;24;1
"butteri";0;42;0
"buttermilk";32;0;0
"butternut";39;0;0
"butterscoth";0;0;4
"buttock";25;0;6
"button";29;6;15
"buy";710;367;678
"buyer";0;23;0
"buyin";0;0;49
"buyingsel";0;0;5
"buyout";0;2;0
"buzz";24;13;61
"buzzel";50;0;0
"buzzer";0;25;0
"buzzerbeat";0;32;0
"bvbarmyev";0;0;1
"bwagahahah";0;0;26
"bwca";0;0;12
"bye";20;0;71
"bygon";1;0;0
"byproduct";0;26;0
"byrd";0;0;28
"byron";2;0;0
"byzantin";6;0;0
"c’mon";33;0;0
"cab";59;14;63
"cabana";0;1;0
"cabbag";59;0;0
"cabbi";4;0;0
"cabel";0;7;0
"cabin";112;0;18
"cabinet";51;34;0
"cabl";57;191;3
"cablevis";0;26;0
"cablevisionbresnan";0;26;0
"cabo";3;0;0
"cabot";0;6;0
"cabrera";0;5;0
"cach";22;0;0
"cacha�a";15;0;0
"cachet";1;17;0
"caddi";0;30;0
"cadenc";0;0;2
"cadillac";16;2;0
"caesar";16;1;0
"caesar’";16;0;0
"caf�";4;6;0
"cafe";58;5;27
"cafe’";33;0;0
"cafeteria";0;17;0
"caffein";92;44;56
"cage";0;85;0
"cahalan";0;6;0
"cahil";0;36;0
"caillat";22;0;0
"cain";0;21;114
"cairn";0;35;0
"caith";9;0;0
"caitlin";1;0;0
"cajol";34;0;0
"cajun";0;6;28
"cake";355;72;169
"cal";31;54;0
"calcium";0;35;0
"calcul";47;140;55
"calculus";20;0;0
"caldecott";0;2;0
"calder";0;17;0
"caleb";35;14;0
"calendar";19;42;14
"calero";0;30;0
"calf";0;36;1
"cali";66;0;58
"calib";0;29;0
"calif";0;60;0
"california";105;587;86
"california’";5;0;0
"californiadavi";0;33;0
"californian";0;2;0
"californiaspeak";0;2;0
"californo";0;0;1
"calipatria";0;3;0
"calisthen";0;10;0
"call";1254;1729;1266
"call”";1;0;0
"callan";0;36;0
"callaway";0;52;0
"callback";5;0;0
"caller";0;99;11
"calliei";0;0;1
"calm";87;88;11
"calmel";0;25;0
"calmer";49;0;0
"calori";34;60;5
"calorif";33;0;0
"calper";0;46;0
"caltran";0;0;1
"calv";0;46;0
"calvari";5;0;0
"calvert";0;44;0
"cam";1;39;84
"camaraderi";0;33;0
"cambi";0;30;0
"cambridg";0;0;9
"camcord";0;26;0
"camden";0;14;0
"came";908;517;213
"camelback";0;1;0
"camera";62;289;146
"camerabag";0;2;0
"cameron";36;0;33
"cameron’";2;0;0
"cami";7;0;0
"camilleri";2;0;0
"camino";0;39;0
"camo";0;0;1
"camouflag";32;1;0
"camp";178;230;59
"campaign";146;346;4
"campaignfin";0;4;0
"campbel";8;112;0
"camper";0;92;0
"campion";0;0;2
"campsit";29;0;0
"campus";0;128;60
"camra";7;0;0
"camryn";17;0;0
"can";5010;2612;3762
"cana";3;0;0
"can”";49;0;0
"can’t";512;0;0
"canada";57;127;34
"canada”";0;0;1
"canadian";78;134;1
"canal";19;0;0
"cancel";46;107;117
"cancer";166;377;97
"cancera";31;0;0
"candi";151;51;0
"candic";0;0;5
"candid";138;493;110
"candidaci";0;4;32
"candl";61;4;26
"candleladen";0;4;0
"candon";0;40;0
"candor";2;0;0
"canello";0;1;0
"canetti";0;9;0
"canin";8;0;0
"cann";0;0;40
"canni";0;18;0
"cannibalist";0;19;0
"canning";41;0;0
"cannon";0;21;0
"cannonbal";0;0;1
"cannot";225;315;183
"cano";0;4;10
"canon";1;40;23
"canopi";9;3;1
"cant";626;811;2033
"canteen";0;0;10
"canterburi";0;1;0
"cantt";0;0;54
"cantwel";28;0;0
"canuck";21;0;0
"canva";50;0;0
"canyon";0;92;0
"cap";89;111;50
"capabl";252;137;0
"capac";94;100;74
"capato";0;21;0
"capcom";0;24;0
"cape";0;21;0
"caper";0;2;0
"capistrano";0;14;0
"capit";183;443;0
"capita";42;0;0
"capitalist";12;0;0
"capitol";0;2;0
"capsul";88;0;28
"capt";0;34;0
"captain";70;60;0
"captcha";16;0;0
"caption";35;0;0
"captiv";8;0;0
"captur";145;105;45
"car";462;549;468
"caramel";0;4;9
"caravan";2;0;0
"caray";0;42;0
"carboat";33;0;0
"carbohydr";0;35;0
"carbon";31;0;0
"carbonac";0;24;0
"carcetti";0;0;11
"card";498;79;326
"cardboard";39;41;65
"cardiac";18;7;0
"cardin";0;249;0
"cardio";88;0;49
"cardstock";133;0;0
"care";652;539;605
"career";117;506;165
"carefre";4;0;0
"caregiv";3;104;0
"careless";34;0;0
"caress";14;3;0
"caretak";0;42;0
"careth";5;0;0
"carey";0;23;0
"cargoshort";2;0;0
"caribbean";0;0;20
"caricatur";0;22;0
"carina";1;0;0
"carissa";20;0;0
"carl";42;0;15
"carleen";0;2;0
"carlisl";0;3;0
"carlo";0;48;0
"carlson";0;26;0
"carmel";0;0;54
"carmelo";0;19;0
"carmen";0;28;0
"carmichael";2;0;0
"carminedavisfact";0;0;18
"carnac";0;0;59
"carnahan";0;28;0
"carneval";1;0;0
"carney";0;5;0
"carniv";0;10;34
"carol";8;113;28
"carolina";112;201;72
"carolyn";40;38;0
"carom";0;1;0
"carona";0;46;0
"carpent";0;15;0
"carpet";61;0;49
"carpool";0;0;13
"carri";444;259;166
"carriag";0;42;0
"carrier";14;72;0
"carrier�or";17;0;0
"carrol";0;43;0
"carrot";156;71;48
"carrrot";5;0;0
"carson";0;21;9
"carson”";0;0;59
"cart";61;4;0
"carter";1;55;149
"carton";6;0;0
"cartoon";0;91;4
"cartoonist";0;58;0
"cartridg";44;0;0
"cartwheel";25;1;0
"cartwright";0;0;34
"carv";25;5;0
"carwash";0;24;37
"casa";32;0;0
"cascad";0;7;0
"case";681;878;79
"case”";9;0;0
"caseload";0;5;0
"casey";42;35;1
"cash";194;80;164
"cashew";6;0;0
"cashier";0;0;85
"cashman";0;9;0
"cashstrap";0;41;0
"casino";0;65;0
"casion";0;0;52
"casiqu";1;0;0
"cask";1;7;0
"casket";0;7;0
"casper";0;0;5
"cass";0;17;0
"cassett";24;0;0
"cassi";0;0;6
"cassini";1;0;0
"cassiti";1;0;0
"cast";144;135;196
"casta";1;3;0
"castellano";0;29;0
"casthop";0;0;52
"castill";0;9;0
"castl";205;77;0
"castor";4;8;0
"castro";0;29;0
"casual";27;52;0
"casualti";14;0;0
"cat";76;46;230
"catalog";0;0;28
"catalogu";37;0;0
"catalunya";0;0;1
"catalyst";1;0;4
"catamaran";0;44;0
"catan";0;0;1
"catastroph";5;25;0
"catch";113;231;341
"catcher";0;178;34
"categor";23;0;0
"categori";99;39;4
"cater";2;0;0
"caterham";32;0;0
"catfish";0;4;0
"cathedr";37;6;0
"catherin";66;0;0
"cathi";6;0;37
"cathol";54;94;28
"catholicbad";0;0;28
"catron";0;28;0
"cattanooga";0;0;43
"catti";0;0;3
"cattl";2;32;39
"caucus";0;59;0
"caught";104;277;75
"cauliflow";5;0;0
"caus";360;390;506
"causal";29;0;0
"caution";1;59;0
"cautionfre";0;4;0
"cav";0;36;13
"cavali";0;120;84
"cave";20;2;0
"caveat";0;34;0
"cavern";24;1;0
"caviar";0;53;0
"caviti";0;0;17
"cavwinebarcom";0;31;0
"cayenn";0;38;0
"cbgb";0;1;0
"cbi";13;0;0
"cbo";0;0;1
"cbs";0;0;26
"cbt";60;0;0
"ccd";0;41;0
"ccomag";0;0;16
"ccsso";41;0;0
"cd’s";18;0;0
"cdc";0;15;0
"cdl";0;0;45
"�腐�";1;0;0
"ceas";0;33;0
"ceasefir";43;0;0
"ceaseless";11;0;0
"cecelia";0;19;0
"cedar";7;0;0
"cedreeana";0;10;0
"cedric";0;10;0
"ceil";24;1;36
"cele";17;0;0
"celeb";0;14;8
"celebr";275;309;353
"celebrityfriend";0;2;0
"celebuzzcom";0;14;0
"celeri";0;65;0
"celesti";14;2;0
"celia";44;0;0
"cell";155;166;7
"cellar";0;6;12
"cello";0;46;47
"cellophan";29;0;0
"cellphon";0;81;0
"cells�";1;0;0
"cellular";0;14;0
"celso";1;0;0
"celtic";0;38;1
"cement";4;52;0
"cemeteri";10;1;0
"cena";0;2;40
"censor";0;0;80
"census";22;2;0
"cent";68;210;93
"centenni";0;44;0
"center";267;1525;447
"centerpiec";0;20;0
"centimet";0;44;0
"centr";62;0;0
"central";159;202;72
"centralfl";0;0;46
"centrowitz";0;2;0
"centuri";203;76;13
"centurion";39;0;0
"centuryold";0;20;0
"ceo";0;32;176
"ceram";7;0;0
"cereal";98;0;56
"ceremoni";32;43;41
"cerf";0;1;0
"cernan";0;0;13
"cerrato";0;0;18
"certain";554;466;324
"certainti";0;3;0
"certian";0;0;59
"certif";92;45;39
"certifi";15;75;0
"certo";0;46;0
"cervantespeac";0;0;39
"cerveni";0;44;0
"cervenik";0;0;56
"cervix";12;0;0
"cesar";0;40;0
"cesium";1;0;0
"cesped";0;81;0
"cessat";0;25;45
"cessna";29;0;0
"cevich";0;36;0
"cezann";0;23;0
"cfl";0;0;52
"cfls";0;0;7
"chabrol";0;33;0
"chael";0;16;0
"chaffey";5;0;0
"chagrin";0;26;0
"chai";0;0;30
"chain";24;1;9
"chain”";16;0;0
"chair";205;272;67
"chairman";7;38;5
"chairwoman";0;41;0
"chajet";0;4;0
"chalk";0;43;0
"challah";0;28;0
"challeng";430;356;51
"challeng�";10;0;0
"challenge�even";4;0;0
"chamber";15;28;3
"chamberlain";0;7;0
"chamill";0;0;13
"chamomil";0;0;10
"champ";0;87;13
"champagn";50;1;26
"champion";74;188;9
"championship";3;242;116
"chan";1;4;26
"chanc";343;311;102
"chance”";0;0;53
"chancellor";42;2;0
"chancer";2;0;0
"chandeli";0;4;0
"chandigarh";2;0;0
"chandler";68;3;0
"chandra";22;24;0
"chandrafan";5;0;0
"chanel";10;10;0
"chaney";15;23;0
"chaneystok";0;10;0
"chang";1106;946;1075
"change�";0;49;0
"change—and";31;0;0
"change”";23;0;51
"changeglu";19;0;0
"changer";0;0;13
"changeup";0;10;0
"channel";94;60;177
"chao";37;0;59
"chaosmor";12;0;0
"chaotic";70;27;3
"chap";0;18;0
"chaplet";34;0;0
"chapman";31;0;0
"chapter";187;25;289
"char";4;0;118
"charaact";0;0;71
"charact";701;312;51
"character";33;26;0
"character’";6;0;0
"characterist";50;0;50
"characters�mani";0;32;0
"charcoal";0;0;52
"chardon";0;13;0
"chardonnay";0;3;0
"charg";208;696;34
"charger";0;52;0
"chariot";2;0;0
"charismat";77;0;58
"charit";0;17;0
"chariti";1;6;53
"charl";1;110;14
"charli";7;115;173
"charlott";33;79;0
"charm";46;20;0
"charmer";0;2;76
"chart";68;20;6
"charter";14;92;25
"chase";61;121;2
"chasm";3;0;0
"chass";0;2;0
"chat";204;33;148
"chatter";52;33;0
"chatti";0;3;0
"chauffeur";1;0;1
"chavez";0;40;0
"cheap";8;8;49
"cheaper";93;0;0
"cheapest";33;0;0
"cheapli";2;0;0
"cheapticketscom";3;0;0
"cheat";200;34;98
"cheat’";1;0;0
"chechnya";0;3;0
"check";759;308;803
"checker";32;27;0
"checkin";0;0;62
"checkingcreditdebit";0;0;13
"checklist";0;8;0
"checkout";0;0;9
"checkpoint";14;0;58
"checkrid";0;0;33
"checks”";13;0;0
"checkup";12;0;0
"cheddar";13;0;0
"cheek";53;0;8
"cheeki";2;0;33
"cheer";63;154;140
"cheergirl";0;0;54
"cheerlead";22;0;0
"chees";169;58;29
"cheeseburg";0;0;76
"cheesecak";37;17;0
"cheesehead";0;0;39
"cheeseloverca";25;0;0
"cheesi";35;0;0
"cheeta";0;0;54
"cheetah";0;0;12
"cheeto";0;46;0
"chef";54;267;73
"chek";5;0;0
"chell";0;0;51
"chelsea";34;16;24
"chem";0;37;65
"chemic";28;16;2
"chemistri";9;49;0
"chen";0;11;0
"cheney";1;0;0
"chengdu";1;0;0
"chennai";32;0;0
"chequ";20;0;0
"cherbourg";0;7;0
"cheri";2;0;0
"cherish";0;36;0
"cherri";186;190;23
"cheryl";0;17;0
"chesapeak";0;33;0
"chess";3;0;0
"chest";74;29;0
"chester";0;44;0
"chestnut";15;40;0
"chevi";0;47;0
"chevrolet";0;34;0
"chevron";0;11;0
"chew";14;47;22
"chewi";5;0;0
"chex";98;0;0
"cheyenn";13;0;0
"chgo";0;0;41
"chi";20;0;51
"chia";39;0;0
"chiara";13;0;0
"chic";8;6;18
"chica";0;0;59
"chicago";94;275;376
"chick";46;0;112
"chickasaw";78;0;0
"chicken";111;198;142
"chickfala";0;0;1
"chickfila";0;11;0
"chickpea";6;0;0
"chief";89;574;81
"chiefli";0;20;0
"chiffon";23;0;0
"chiffon’";1;0;0
"child";600;218;185
"childbirth";17;0;0
"childgoat";35;0;0
"childhood";103;115;8
"childhoodmemori";0;40;0
"childish";0;0;34
"childlabor";0;0;2
"children";795;902;84
"children’";17;0;0
"childrenslit";0;0;20
"chile";25;88;0
"chilean";0;31;0
"chileanstyl";0;31;0
"chili";29;54;49
"chill";54;74;53
"chillen";0;0;50
"chilli";17;0;37
"chillin";0;0;68
"chimney";0;0;52
"chin";0;33;0
"china";161;299;49
"chinaon";26;0;0
"chinato";0;2;0
"chinatown";0;26;0
"chinchilla";0;36;0
"chines";82;214;108
"chinesegovern";0;36;0
"chingchou";3;0;0
"chingi";0;22;0
"chinlength";1;0;0
"chinook";0;32;0
"chiosi";0;27;0
"chip";117;97;3
"chipper";30;3;0
"chippi";0;0;6
"chiron";7;0;0
"chirp";25;0;0
"chisholm";0;0;6
"chit";0;0;19
"chittychitti";0;0;20
"chiu";0;3;0
"chive";3;0;0
"chloe";142;0;0
"cho";0;75;0
"chockablock";0;1;0
"chocoatm";0;0;11
"chocoflan";25;0;20
"chocol";231;215;14
"choi";0;0;18
"choic";233;384;190
"choicesam";20;0;0
"choir";25;0;0
"choke";35;7;0
"chola";0;4;0
"cholera";24;0;0
"cholesterol";0;29;1
"cholon";0;39;0
"chomp";1;0;0
"chondrit";0;24;0
"chong";33;22;2
"choos";430;132;150
"choosi";0;10;0
"chop";27;68;157
"chopin";12;42;0
"choppa";0;0;22
"chopper";0;0;4
"choppi";0;3;0
"chopra";28;0;0
"chord";0;1;0
"chore";38;0;0
"choreograph";0;12;0
"choreographi";10;0;1
"chorizo";0;36;0
"chorney";0;39;0
"chorus";0;26;0
"chose";134;55;0
"chosen";38;97;0
"chow";30;2;0
"chris";32;495;159
"christ";137;53;0
"christa";80;0;0
"christ�resist";12;0;0
"christchurch";33;0;0
"christen";0;21;0
"christendom”";1;0;0
"christi";0;191;3
"christian";160;72;93
"christianbal";0;0;32
"christieo";10;0;0
"christin";5;8;0
"christma";403;56;244
"christop";0;1;0
"christoph";24;124;0
"chronic";32;101;0
"chronicl";41;156;0
"chrono";0;0;13
"chronolog";4;0;0
"chrysali";0;22;0
"chrysler";16;136;0
"chub";0;0;48
"chucho";0;0;3
"chuck";31;4;46
"chuckl";75;0;0
"chug";5;0;0
"chum";10;0;0
"chump";0;25;0
"chun";1;0;0
"chunk";43;84;0
"chunki";4;0;62
"church";373;229;136
"churchil";0;15;12
"churchstat";0;5;0
"chx";0;0;38
"cia";43;20;0
"ciabatta";1;0;0
"ciao";0;0;55
"cigar";31;0;0
"cigarett";52;57;0
"cilantro";14;36;0
"cim�";1;0;0
"cinci";0;0;2
"cincinnati";26;93;34
"cincinnati”";0;0;16
"cinco";0;53;19
"cinderella";24;0;0
"cinderella’";15;0;0
"cindi";0;26;0
"cinema";2;0;2
"cinemascor";0;1;0
"cinnamon";14;28;0
"cipher";0;0;62
"circa";2;0;0
"circl";169;165;198
"circlei";0;0;22
"circuit";26;39;15
"circul";15;28;0
"circular";0;11;0
"circumst";123;44;0
"circumstances”";22;0;0
"circumstancesmr";9;0;0
"circumstanti";0;31;0
"circumv";7;0;0
"circus";29;21;0
"circus’";6;0;0
"citadell";0;2;0
"citat";0;4;0
"cite";39;171;0
"citelight";0;0;28
"citi";778;1794;525
"citizen";179;171;4
"citizenship";70;0;0
"citrus";0;53;0
"citrusi";0;4;0
"city�";5;0;0
"city”";0;1;0
"cityar";22;0;0
"citycent";0;0;3
"cityglamev";0;0;33
"cityown";0;43;0
"ciudadanoa";1;0;0
"civic";0;51;0
"civil";33;257;58
"civilian";0;1;0
"civilis";23;0;0
"civilizationi";2;0;0
"civilright";0;52;0
"civilwar";15;0;0
"civilwarfil";15;0;0
"clackama";0;38;0
"claiborn";0;12;0
"claim";229;553;110
"clair";4;1;9
"clamor";0;35;0
"clamp";0;28;0
"clan";192;10;0
"clang";0;40;0
"clap";0;0;167
"clara";9;1;0
"claremont";0;1;0
"clarendon";0;0;47
"clarifi";17;7;0
"clarissa";7;0;0
"clariti";11;3;0
"clark";72;131;25
"clarksvill";0;0;40
"clash";55;2;0
"class";482;191;777
"classi";19;33;57
"classic";224;263;133
"classic”";0;0;9
"classif";0;3;0
"classifi";3;62;0
"classmat";0;0;20
"classroom";117;43;62
"classyand";0;0;5
"claud";0;0;23
"claus";0;11;16
"clay";184;3;98
"clayton";2;75;57
"clean";257;236;209
"cleaner";53;3;0
"cleanli";4;0;0
"cleans";0;43;5
"cleanup";0;60;0
"clear";427;765;149
"clearanc";0;71;0
"clearer";29;10;0
"cleat";1;1;48
"cleavag";1;3;0
"clef";48;0;0
"clemen";0;2;0
"clement";0;11;40
"clench";0;2;0
"clergi";9;0;0
"cleric";66;0;0
"clerk";0;39;0
"clete";0;27;0
"cleve";0;0;25
"cleveland";3;965;168
"clevelandakron";0;40;0
"clevelandcom";0;2;0
"clever";46;20;44
"clich";37;0;0
"clich�";2;20;0
"click";151;59;16
"client";119;61;220
"cliff";1;51;4
"cliffhang";0;0;1
"clifford";0;6;31
"cliiper";0;0;84
"climact";0;10;0
"climat";76;62;0
"climax";13;0;0
"climb";82;84;27
"clinch";0;0;59
"cline";30;0;0
"clinecellarscom";0;17;0
"clinic";80;61;58
"clint";0;0;1
"clinton";17;101;0
"clip";58;16;1
"clip�aaron";0;11;0
"clipper";0;0;22
"clippers’";0;0;58
"clitori";12;0;0
"clive";0;4;32
"cllr";37;0;0
"clobber";46;0;0
"clock";173;83;10
"clog";0;0;68
"close";761;668;458
"closeout";0;0;53
"closer";204;100;209
"closest";20;40;58
"closet";3;0;25
"closur";3;1;0
"cloth";301;164;26
"clothwork";38;0;0
"cloud";29;0;112
"cloudi";0;17;54
"clout";0;2;0
"cloven";17;0;0
"clover";5;0;0
"club";213;351;410
"clubhous";0;43;0
"cluck";9;0;0
"clue";63;113;96
"clueless";0;0;52
"cluster";0;5;0
"clutch";0;27;59
"clutter";24;0;0
"clutteredbusynoisi";0;0;22
"cmha";0;39;0
"cmi";0;0;16
"cmon";0;0;7
"cmos";1;0;0
"cnet";0;0;6
"cnn";0;0;51
"cnn’s";3;0;0
"coach";121;713;381
"coachella";0;22;0
"coal";1;72;0
"coalfir";0;58;0
"coalit";31;27;0
"coarsegrind";0;0;19
"coast";88;47;290
"coastal";0;0;15
"coaster";21;0;0
"coastlin";0;41;0
"coat";117;43;0
"cobi";2;0;0
"coblitz";0;24;0
"cobo";0;29;0
"cobra";38;2;17
"cobweb";0;0;5
"cocain";0;10;3
"cochair";0;47;0
"cochairman";0;7;0
"cock";30;0;0
"cockpit";0;7;0
"cockroach";3;0;0
"cockrum";0;29;0
"cocktail";0;50;1
"coco";2;0;106
"cocoa";58;0;36
"coconut";4;38;0
"cocoon";2;0;0
"cocreat";10;0;0
"cod";0;27;0
"code";168;66;216
"codec";0;0;2
"codefend";0;1;0
"codel";0;17;0
"codeyear";0;0;89
"codi";2;0;1
"codytowisconsin";0;0;11
"codyyyy";0;0;11
"coeffici";18;0;0
"coelho";0;0;57
"coerc";51;0;0
"coercion";42;0;0
"coetze";24;0;0
"coffe";246;64;491
"coffee’";24;0;0
"cofferdam";0;16;0
"cofollowin";0;0;1
"cofound";5;18;13
"cofrancesco";0;21;0
"cogburn";75;0;0
"cognac";0;1;0
"cognit";0;16;0
"cohasset";30;0;0
"cohen";4;0;0
"cohenraybun";0;10;0
"cohent";0;0;14
"cohes";0;27;0
"coho";0;13;0
"cohost";46;44;5
"coil";28;0;0
"coin";47;27;87
"coincid";28;5;0
"coincident";35;2;0
"coke";114;1;23
"col";0;18;0
"cola";46;0;1
"colbert";12;0;0
"colbi";43;0;0
"cold";188;100;317
"coldplay";31;0;0
"coldweath";0;31;0
"cole";0;1;0
"coleman";0;8;0
"colfax";0;21;0
"colicki";0;38;0
"colin";31;0;0
"collab";0;0;27
"collabor";104;75;40
"collag";23;0;13
"collaps";51;103;0
"collar";21;51;43
"collarcut";24;0;0
"colleagu";59;20;53
"collect";395;301;69
"collector";1;17;0
"colleg";144;610;226
"collegi";22;18;0
"colli";99;0;0
"collid";8;4;0
"collier";0;2;0
"collin";43;43;0
"collinsvill";0;41;0
"collis";32;0;0
"colloqui";18;0;0
"colloquium";0;0;23
"colo";0;2;0
"cologn";36;0;0
"colombian";1;0;0
"colon";0;30;5
"coloni";62;59;0
"colonialera";0;8;0
"colonis";33;0;0
"color";573;223;156
"colorado";20;119;0
"colorist";0;19;0
"colors”";0;35;0
"coloss";0;0;4
"colour";242;0;0
"colquitt";0;26;0
"colt";0;14;0
"colton";27;0;1
"columbia";41;40;1
"columbia”";0;21;0
"columbian";33;0;0
"columbiana";0;0;10
"columbus";57;197;63
"column";17;19;0
"columnist";5;66;0
"com";1;5;26
"comb";0;53;0
"combat";0;82;1
"combin";140;280;1
"combo";7;0;93
"comcast";0;43;7
"come";1947;1791;3437
"comeback";0;54;123
"comebut";1;0;0
"comed";5;0;0
"comedi";81;72;69
"comedian";43;2;14
"comefrombehind";0;16;0
"comet";0;0;54
"comfi";0;0;49
"comfort";121;203;102
"comic";135;64;89
"comicsblogospher";19;0;0
"comin";0;0;113
"comingg";0;0;42
"comix";31;0;0
"comm";0;0;1
"command";14;82;0
"commemor";0;82;0
"commenc";80;0;200
"comment";442;418;132
"commentari";13;0;0
"commerc";0;69;10
"commerci";203;58;101
"commish";0;0;1
"commiss";17;130;3
"commission";15;252;0
"commit";395;398;102
"committe";82;359;0
"commod";0;5;0
"commodor";0;0;63
"common";401;256;138
"commonplac";0;0;4
"commot";0;2;0
"communal";0;34;0
"communic";176;205;124
"communism";57;0;0
"communist";69;0;0
"communiti";411;906;273
"community”";0;19;0
"communitybas";12;0;0
"commut";0;0;4
"comp";10;0;0
"compact";44;1;0
"compani";357;1293;274
"companies’";16;0;0
"companion";11;22;0
"compar";327;151;144
"comparison";54;44;0
"compart";8;0;0
"compass";26;0;0
"compassion";1;0;0
"compat";0;0;58
"compel";120;57;2
"compens";55;63;5
"compet";20;193;81
"competit";114;396;58
"competitor";1;74;0
"compil";37;2;54
"complain";26;84;9
"complaint";22;80;0
"complaintfre";2;0;0
"complement";3;36;0
"complementari";29;0;0
"complet";803;515;363
"complex";130;248;19
"complex”";7;0;0
"compli";20;36;0
"complianc";22;46;0
"complic";73;68;104
"compliment";0;9;42
"compon";19;23;0
"compos";0;30;0
"composit";1;64;0
"compost";0;107;6
"composur";0;5;0
"compound";11;47;0
"comprehend";23;2;0
"comprehens";0;75;9
"compress";88;0;0
"compris";0;41;0
"compromis";0;75;0
"compsfor";0;0;7
"compton";0;44;0
"compuls";38;0;0
"comput";197;259;157
"computer";0;5;0
"comsid";0;0;18
"comut";0;0;10
"conceal";12;34;0
"conced";0;57;0
"conceiv";6;65;0
"concentr";26;119;0
"concept";139;46;0
"conceptu";0;1;0
"concern";327;379;70
"concert";125;216;85
"concertcontest";0;0;47
"concerto";0;19;0
"concertsor";0;0;9
"concess";0;6;59
"concessionair";0;32;0
"concha";0;5;0
"conchi";4;0;0
"concierg";0;11;0
"concis";29;0;0
"conclud";131;47;0
"conclus";175;55;4
"concoct";35;0;0
"concord";9;13;6
"concret";53;44;41
"concubinato";1;0;0
"concur";0;22;0
"concurr";9;0;0
"concuss";0;1;0
"cond";0;30;29
"condemn";55;29;0
"condens";5;12;0
"condiment";3;0;0
"condit";125;129;4
"condition";0;32;0
"conditioningh";2;0;0
"condo";0;55;0
"condol";0;29;58
"condominium";0;41;0
"conduct";117;192;2
"conductor";0;2;0
"cone";0;43;21
"coney";0;0;23
"conf";0;0;15
"confeder";4;0;0
"confer";222;428;254
"conferenc";1;0;0
"confess";39;3;6
"confession";0;2;0
"confetti";51;0;0
"confid";149;201;0
"confidant";0;22;0
"confidentgreedi";38;0;0
"confidenti";14;0;0
"configur";24;3;0
"confin";71;0;0
"confirm";92;177;74
"conflict";87;20;0
"confluenc";0;28;0
"conform";23;0;0
"confront";6;44;0
"confucius";0;0;4
"confus";123;47;48
"confusionmuch";0;0;14
"congest";2;0;0
"conglomer";0;31;0
"congrat";0;0;631
"congratul";22;0;7
"congreg";0;8;0
"congress";31;51;58
"congression";0;149;32
"congressman";2;18;4
"congresswoman";0;39;0
"congruenc";0;57;0
"conif";68;0;0
"conjur";35;0;0
"conn";0;13;0
"connal";0;27;0
"connect";401;313;227
"connectd";0;0;8
"connecticut";36;41;9
"conner";0;0;7
"conni";0;0;21
"connor";25;32;0
"conquer";0;0;12
"conqueror";17;0;0
"conrad";85;0;0
"conroy";0;2;0
"conscious";45;24;35
"consciousunconsci";5;0;0
"consecr";1;0;0
"consecut";0;126;0
"consensus";1;0;0
"consensusdriven";0;8;0
"consent";0;0;149
"consequ";78;52;32
"conserv";87;256;0
"conservatori";0;8;61
"consgop";0;0;2
"consid";403;723;241
"consider";91;91;0
"considerable—and";0;2;0
"considerationsso";0;0;20
"consign";7;0;0
"consist";177;221;1
"consol";26;34;0
"consolid";16;37;0
"conspir";0;3;0
"conspiraci";0;30;27
"constant";67;80;0
"constantin";15;0;0
"constantinediocletian";15;0;0
"constel";8;2;0
"constip";0;0;40
"constitut";154;102;6
"constrain";23;0;0
"constraint";0;6;0
"construct";187;169;193
"consult";56;263;11
"consum";27;428;157
"consumerist";22;0;0
"consumm";2;0;0
"consumpt";83;23;0
"cont";0;0;4
"contact";173;172;217
"contador";0;0;33
"contain";226;235;0
"contamin";19;10;0
"contempl";38;54;0
"contemporan";6;0;0
"contemporari";36;21;23
"contemporary—then";6;0;0
"contend";91;71;0
"content";174;184;70
"content”";1;0;0
"contenti";0;50;0
"contest";104;253;154
"contestamybutlerdesigncom";1;0;0
"context";35;0;0
"contextu";0;2;0
"contin";1;39;0
"conting";1;52;39
"continu";655;711;73
"continuum";33;0;0
"contra";0;12;0
"contract";132;502;192
"contractor";7;121;64
"contradict";2;0;55
"contr�l�";0;5;0
"contrapt";36;0;0
"contrari";45;40;0
"contrarian";2;0;0
"contrast";3;3;6
"contretemp";1;0;0
