"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"me--h";25;0;0
"me--to";17;0;0
"me…”";28;0;0
"me…still";4;0;0
"meade";19;0;0
"meadow";0;80;0
"meadowcroft";0;0;23
"meadowlark";16;0;0
"meadows";0;2;0
"meal";247;43;68
"meals";0;13;47
"mean";1307;618;981
"meanest";15;0;0
"meaning";24;89;2
"meaning”";0;23;0
"meaningless";20;0;0
"means";51;43;0
"meant";235;53;5
"meantim";0;4;63
"meantime";32;52;0
"meanwhile";62;106;8
"measur";102;294;308
"measure";0;79;0
"measurement";6;0;0
"measures";0;13;0
"meat";89;80;65
"meat”";33;0;0
"meatbal";68;0;0
"meatballs";35;0;0
"meats";22;0;0
"mecca";23;0;0
"mechan";15;80;0
"mechanic";0;18;0
"mechanicdebut";0;1;0
"mechanics";2;10;0
"med";0;0;21
"medal";0;9;0
"medco";0;4;0
"medford";0;7;0
"media";197;470;184
"medial";0;0;3
"median";69;27;0
"medias";0;0;57
"medic";186;456;120
"medicaid";1;52;0
"medicalschool";0;19;0
"medicar";0;56;0
"medicare";0;6;0
"medicareforal";0;5;0
"medications";0;38;0
"medicin";114;63;55
"medicine";82;66;0
"medicines";28;0;0
"medina";0;94;0
"mediocre";0;19;0
"medisi";0;47;0
"medit";83;0;29
"meditation";0;36;0
"meditation/prayer/quiet";3;0;0
"mediterranean";9;37;0
"medium";249;8;0
"medium-high";2;0;0
"mediums";0;0;5
"medlin";0;28;0
"medrona";0;0;24
"medsonix";0;0;55
"meeeeeee";4;0;0
"meeeh";0;0;54
"meek";0;18;0
"meeker";0;0;28
"meer";0;5;0
"meet";501;659;1068
"meet-ups";0;0;40
"meetcut";0;21;0
"meeting";39;65;47
"meetings";0;15;1
"meetup";0;0;7
"mega";0;0;14
"megachurch";0;19;0
"megan";10;100;6
"megaphone";0;0;53
"megaupload";1;0;0
"megawatt";0;5;0
"megellan";19;0;0
"mei";54;0;0
"mein";0;16;0
"mekd";3;0;0
"mel";10;0;6
"melang";0;32;0
"melani";0;53;59
"melbourne";18;0;0
"meld";1;0;0
"mele";0;6;0
"melissa";0;2;88
"mello";0;29;0
"mellon";0;21;0
"mellow";0;36;0
"mellower";0;37;0
"melodi";0;41;0
"melodrama";0;32;0
"melodramat";0;10;0
"melon";0;26;1
"melt";87;74;0
"melvin";0;16;0
"mem";0;0;22
"member";443;811;188
"members";148;43;1
"membership";0;31;31
"memento";51;0;0
"memo";0;36;15
"memoir";27;44;44
"memor";32;59;30
"memorable";43;0;48
"memori";209;96;38
"memories";0;10;62
"memorized";26;0;0
"memory";37;7;0
"memphi";0;0;4
"men";480;632;268
"mena";0;27;0
"men”";2;0;0
"menac";22;33;0
"menageri";22;0;0
"menard";0;0;32
"mend";61;0;0
"mendez";0;28;0
"mendic";32;0;0
"mending";46;0;0
"mendler";0;1;0
"mendolia";0;29;0
"mendoza";0;36;0
"menendez";0;6;0
"meningitis";0;26;0
"meniscus";0;0;5
"menstrual";38;0;0
"mental";235;64;95
"mental-about";34;0;0
"mental-health";0;0;53
"mentalist";0;0;5
"mentality";0;6;0
"mention";379;67;245
"mentioned";1;0;0
"mentor";8;53;31
"mentorship";16;0;0
"menu";150;278;19
"menus";0;9;0
"menuspecif";0;9;0
"meow";34;0;0
"mephisto-";41;0;0
"merc";0;0;21
"merced";0;7;0
"merchandis";16;26;0
"merchandise";0;26;0
"merchant";0;22;0
"merci";7;6;0
"mercuri";108;17;14
"mercury";0;0;52
"mercy";0;0;2
"mere";84;60;8
"merg";0;0;5
"merge";0;24;0
"merger";0;94;0
"merit";33;3;0
"merkel";0;1;0
"merkley";0;27;0
"merlot";0;38;0
"mermaid";3;0;0
"merri";0;0;78
"merrili";0;0;3
"merritt";15;46;0
"mesa";0;160;0
"mesh";0;1;42
"meshon";0;30;0
"mess";201;17;137
"mess”";1;0;0
"messag";56;328;174
"message";32;47;75
"messages";68;140;64
"messaging";30;0;0
"messeng";28;2;2
"messi";17;0;4
"messiah";20;39;0
"messier--i";3;0;0
"messy";10;0;0
"mestizo";1;0;0
"met";300;296;92
"meta";0;0;4
"meta-contrarian";2;0;0
"metadata";0;0;54
"metal";162;78;51
"metal-oxid";1;0;0
"metalflak";40;0;0
"metallica";0;1;20
"metals";29;0;0
"metaphor";0;0;80
"metatars";0;48;0
"metcalf";0;39;0
"meteor";0;0;60
"meteorit";0;48;0
"meter";0;39;0
"methi";13;0;0
"methink";1;0;0
"method";207;3;0
"method”";98;0;0
"methods";41;0;0
"meticul";4;61;0
"metric";0;1;0
"metro";38;0;62
"metrohealth";0;9;0
"metronomy";7;0;0
"metropoli";0;0;4
"metropolitan";0;13;0
"metropolitian";11;0;0
"metrotix";0;47;0
"metrotixcom";0;47;0
"metta";0;0;93
"mexican";75;158;111
"mexicanidad";0;15;0
"mexicans";0;0;7
"mexicanspanish";0;42;0
"mexico";31;151;0
"meyer";45;84;0
"mezz";0;33;0
"mezze";1;0;0
"mfrs";0;0;3
"mgm";0;0;6
"mgmt";0;0;69
"mia";10;39;53
"miami";14;189;135
"mic";30;0;7
"micd";0;35;0
"micdss";0;33;0
"mice";0;3;0
"mich";0;28;0
"micha";4;0;0
"michael";282;329;84
"michel";0;106;0
"michelin";0;19;0
"michell";48;86;78
"michigan";24;306;31
"michna";0;9;0
"michoacan";0;10;0
"mick";0;0;54
"mickelson";0;40;0
"mickey";1;10;4
"micro";58;0;0
"micro-atm";22;0;0
"microbreweri";1;0;0
"microbrews";0;0;48
"micromessag";0;2;0
"microphon";3;48;0
"microphone";0;14;0
"microsoft";48;16;0
"microsuede";0;0;59
"microwav";37;0;0
"microwavesaf";0;28;0
"mid";20;159;4
"mid-�s";18;0;0
"mid-centuri";32;0;0
"mid-jun";7;0;0
"mid-march";43;0;0
"mid-may";1;0;0
"mid-morn";5;0;0
"mid-s";10;0;0
"mid-show";19;0;0
"mid-to-fast";8;0;0
"midday";0;43;0
"middl";193;285;344
"middle";20;44;5
"middleag";0;17;0
"middlesbrough";0;47;0
"middleton";2;0;0
"mideast";0;25;0
"midfield";0;100;0
"midget";19;2;0
"midmay";0;50;0
"midnight";125;19;30
"midst";24;0;9
"midstream";29;0;0
"midterm";1;0;0
"midtown";8;31;0
"midway";0;24;0
"midwestern";27;11;0
"mif";1;0;0
"might";833;970;645
"mighti";23;0;0
"mightili";31;0;0
"migra";0;0;41
"migrain";0;0;9
"migrant";0;9;0
"migrat";0;44;0
"migration";23;0;0
"miguel";1;25;39
"mija";32;0;0
"mijas";32;0;0
"mike";94;403;234
"mikey";1;0;27
"mikkel";0;18;0
"mikko";0;15;0
"mil";0;0;79
"milan";2;0;0
"mild";15;15;0
"mild-mann";0;0;41
"mildew";0;5;0
"mile";114;197;172
"mileag";2;0;0
"mileage";42;0;1
"mileandahalf";0;32;0
"miles";37;3;0
"mileston";0;24;0
"milestones";0;3;0
"miley";0;14;4
"milit";27;2;0
"militari";158;93;0
"military";42;22;0
"milk";106;44;84
"milk…";4;0;0
"milkbottl";0;36;0
"milki";0;0;31
"mill";0;48;19
"millbrandt";0;3;0
"millen";0;0;1
"millenium’";15;0;0
"millenni";32;2;0
"millennium";56;0;0
"miller";77;175;49
"milli";0;0;3
"milligan";0;0;2
"milligram";0;38;0
"millikan";0;38;0
"million";156;1575;446
"millionair";0;0;25
"millionsel";0;17;0
"milly";0;0;33
"milosz";12;0;0
"miltari";32;0;0
"milwauke";0;3;47
"mimi";4;0;6
"mimoda";0;0;13
"mimosas";0;0;1
"min";19;0;28
"minaj";0;0;15
"mind";790;354;716
"mind-blow";30;0;0
"mind-set";7;0;0
"mindanao";30;0;0
"minded";32;32;0
"mindek";0;2;0
"mindless";0;0;7
"mindopen";0;24;0
"minds";5;6;0
"mindset";0;39;0
"mine";131;66;282
"minelay";24;0;0
"miner";3;36;38
"mingl";38;0;0
"mini";59;3;0
"minifield";0;31;0
"minim";55;54;0
"minimalist";5;0;0
"minimally—bi";23;0;0
"minimum";57;13;0
"minion";40;0;0
"minist";146;89;0
"minister";0;4;0
"minister—whos";0;19;0
"minister’";21;0;0
"ministeri";0;19;0
"ministry";0;6;0
"minivan";0;1;0
"minn";0;21;0
"minneapoli";7;19;4
"minneapolis";0;34;45
"minnelli";0;30;0
"minnesota";0;160;70
"minni";0;40;52
"minor";116;189;58
"mins";2;0;0
"mins-/";4;0;0
"minsk";0;0;12
"mint";3;6;63
"minus";0;48;34
"minuscul";26;0;0
"minut";447;505;405
"minute";118;19;36
"minute-on";17;0;0
"minutes";444;153;112
"minutillo";0;23;0
"miracl";165;0;67
"miracle";5;0;0
"miramar";0;0;16
"miranda";0;10;5
"mirrodin";0;0;2
"mirror";108;35;41
"mis";0;0;94
"mis-appropriated";48;0;0
"mis-interpret";48;0;0
"misanthrop";0;0;1
"misbehavior";0;7;0
"misbrand";0;30;0
"miscellan";0;2;0
"mischaracterized";0;7;0
"mischief";2;0;0
"misconcept";0;2;0
"misconstru";3;0;0
"misdemeanor";0;7;0
"misek";0;46;0
"miser";20;0;0
"miserable";37;0;0
"miseri";0;0;149
"misfortun";0;28;0
"misguid";0;9;0
"misguided";1;0;0
"mishandl";0;28;0
"mishap";0;21;0
"misinterpret";6;0;0
"misl";0;22;0
"mislead";0;35;23
"mismanag";0;32;0
"mismanagement";0;3;0
"mispercept";0;32;0
"misplac";8;0;0
"misplaced";0;0;53
"misquot";48;0;0
"misrata";1;0;0
"miss";353;896;1576
"missed";0;46;127
"misses";1;0;0
"missil";0;6;0
"missing";4;33;0
"mission";95;212;177
"missionari";61;0;0
"missions";0;35;0
"mississippi";80;73;5
"missouri";1;283;0
"misstep";0;10;0
"mist";78;0;0
"mistak";26;44;69
"mistake";73;0;72
"mistaken";10;0;0
"mistakes";0;87;0
"mistakes—mak";0;0;14
"mister";495;0;0
"misti";3;0;0
"mistleto";5;0;0
"mistletoe";38;0;0
"mistreat";0;34;0
"mistrial";0;2;0
"mistrust";1;0;0
"mistyey";0;1;0
"misunderstand";3;0;0
"misus";0;0;39
"mit";1;0;0
"mitch";29;22;0
"mitchel";42;80;0
"mite";0;10;0
"mitig";111;0;0
"mitigation";37;0;0
"mitsubishi";0;4;0
"mitt";0;0;57
"mix";392;227;155
"mixer";17;0;0
"mixes/ear";1;0;0
"mixin";0;0;2
"mixing";0;0;4
"mixt";1;0;0
"mixtap";0;0;42
"mixtur";51;77;0
"mixture";31;0;0
"mixtures";29;0;0
"miz";0;1;0
"mizzou";0;6;0
"mj>kobe";0;0;40
"mke";0;0;29
"mkewineopen";0;0;25
"mktg";0;0;57
"mladic";0;5;0
"mlb";0;0;72
"mlearn";0;0;10
"mlmin";0;17;0
"mls";0;117;0
"mma";0;0;15
"mme";25;0;0
"mmmwwaaahhh";36;0;0
"mmph";0;0;5
"mms";0;0;2
"moammar";0;11;0
"moan";57;0;0
"moaner";0;25;0
"mob";1;6;19
"mobil";20;29;178
"mobile";0;0;41
"mobiledevic";0;2;0
"mobs";4;0;0
"moca";0;1;0
"mocha";3;0;29
"mock";42;0;26
"mockeri";22;0;0
"mockingbird";0;30;0
"moda";152;0;0
"mode";54;19;23
"model";199;189;302
"modelled";14;0;0
"models";13;0;3
"modem";15;0;8
"moder";41;64;38
"moderate";0;50;0
"modern";101;186;38
"modernday";0;17;0
"modernnoth";0;12;0
"modes";21;0;0
"modest";15;58;52
"modesti";0;6;0
"modif";3;0;0
"modifi";10;54;0
"modot";0;4;0
"modul";38;0;0
"module";13;0;0
"moffett";0;1;0
"moffitt";0;17;1
"mofo";0;0;5
"mogan";22;0;0
"mogul";0;29;0
"moh";46;0;0
"moham";0;67;0
"mohammed";41;24;0
"mohamud";0;19;0
"mohareb";0;68;0
"moi";20;0;2
"moin";0;30;0
"moist";19;0;0
"moistur";4;0;0
"mojo";71;0;0
"mojoe’";1;0;0
"mol";0;18;0
"mold";100;69;12
"molding";30;0;0
"molecul";0;2;0
"moli";0;0;19
"molin";0;45;0
"molli";23;0;58
"molnar";0;19;0
"mom";597;77;487
"mom”";14;0;0
"mom’s";14;0;0
"moment";467;158;221
"momentarily";0;0;7
"moments";16;4;1
"momentum";43;4;0
"mommi";174;3;88
"mommy";10;0;0
"mommyish";0;0;2
"mon";0;0;7
"mona";0;1;0
"monaluna";38;0;0
"monarca";0;10;0
"monarch";22;0;0
"monasteries";36;0;0
"monday";194;424;304
"monday’";5;0;0
"mondayfriday";0;46;0
"mondays";0;7;0
"mondaysaturday";0;31;0
"mondaysthursdays";0;26;0
"mondaythursday";0;20;0
"mondo";0;2;0
"mone";14;0;0
"monel";0;39;0
"monet";22;25;23
"monetari";0;40;0
"monetarily";31;0;0
"money";556;628;433
"money’";4;0;0
"money�web";5;0;0
"moneymak";0;28;0
"moneytransf";0;3;0
"moneyweb";5;0;0
"mongolian";0;36;17
"monica";0;107;52
"monitor";23;123;0
"monk";34;21;0
"monk’";1;0;0
"monkey";40;0;0
"mono";6;0;0
"monologu";0;40;4
"monopoli";0;0;61
"monoton";34;0;0
"monro";0;70;0
"monroe";0;12;0
"monsoon";36;0;0
"monster";41;30;58
"monstrosity";4;0;0
"monstrous";2;0;0
"montag";0;0;61
"montagu";3;0;0
"montana";13;0;0
"montclair";3;0;0
"montclair’";30;0;0
"montello";0;0;1
"monterey";0;2;0
"montgomeri";0;1;0
"montgomery";0;20;0
"month";881;1262;565
"monthold";0;43;0
"months";168;145;107
"monti";60;0;0
"monticello";0;0;16
"montreal’";5;0;0
"montros";0;4;0
"monument";53;20;0
"moo-ooom";1;0;0
"mood";116;100;106
"moodi";1;1;0
"moods";22;0;0
"moody";0;16;0
"mooers";0;34;0
"moolah";0;1;0
"moon";136;78;142
"mooney";0;11;0
"moonris";0;0;20
"moonrise";0;0;20
"moooooommy";2;0;0
"moor";70;47;0
"moore";0;31;24
"moose";0;0;1
"moose’";1;0;0
"moot";0;1;0
"moral";92;55;0
"moral-or-immor";34;0;0
"morality";7;12;0
"morals";25;0;0
"moran";0;0;2
"moratoria";39;0;0
"moratorium";1;0;0
"more";5046;3142;2778
"more-than-obvi";1;0;0
"more=";0;0;44
"morel";7;0;0
"moreland";0;22;0
"morelia";0;10;0
"moreover";35;56;0
"morfessis";0;40;0
"morgan";0;53;103
"morgenthaler";0;4;0
"morgu";0;39;0
"morissette";0;0;54
"mormon";0;37;0
"morn";350;220;905
"mornin";0;0;64
"morning";194;90;555
"mornings";18;0;62
"morph";0;11;0
"morpurgo";0;20;0
"morri";0;73;0
"morrigan";54;0;0
"morrison";0;24;0
"morrissey/marr";1;0;0
"morristown";0;32;0
"morrow";3;0;71
"mors";37;0;0
"mortal";0;44;0
"mortality";42;0;0
"mortar";2;0;0
"mortgag";0;41;14
"mortgage-serv";7;0;0
"mortgagefin";0;41;0
"mortifi";0;4;0
"mortis";0;0;42
"mortlock";34;0;0
"mosaic";32;0;0
"mosbrook";0;1;0
"moscow";0;2;0
"mose";3;0;0
"moseley";0;8;0
"moskava";19;0;0
"mosley";0;0;5
"mosque";27;33;0
"moss";0;4;0
"mossad";43;0;0
"most";2334;1467;1025
"mostly";0;35;0
"motel";33;3;0
"motet";0;19;0
"moth";54;0;39
"mother";279;422;358
"mother-bodi";27;0;0
"mother’";28;0;0
"motherboard";12;0;0
"mothercar";18;0;0
"motherdaught";0;11;0
"motherf*cker";0;0;7
"motherfuck";37;0;65
"motherhood";33;0;0
"mothers";7;0;0
"motion";103;69;18
"motionless";8;2;0
"motiv";89;101;62
"motivations";7;0;0
"motive";24;0;0
"motives";0;32;0
"motor";1;45;0
"motorcycl";4;60;0
"motorcycles";51;0;0
"motorcyclist";0;10;78
"motors";16;0;0
"motorsport";0;22;0
"mould-inspir";29;0;0
"mound";0;33;0
"mount";32;40;0
"mountain";61;140;63
"mountains";8;0;31
"mourdock";0;1;0
"mourn";0;42;0
"mourner";0;11;0
"mous";3;0;0
"mousa";14;0;0
"mouse";0;0;60
"moussa";0;38;0
"moustach";0;0;58
"mouth";122;9;196
"mouthguards";38;0;0
"move";926;821;704
"moved";0;7;0
"movein";0;36;0
"movement";242;34;54
"mover";0;0;55
"moves";11;0;0
"movi";394;219;420
"movie";81;36;197
"movie’";34;0;0
"movies";36;0;81
"movin";0;0;5
"moving";19;1;8
"mow";0;10;0
"mower";0;0;1
"moxi";0;1;0
"moyer";0;2;0
"moyo";13;0;0
"mozambique";40;0;0
"mozart";0;7;0
"mozzarella";42;0;0
"mpand";14;0;0
"mpg";0;39;0
"mph";0;34;0
"mpls";0;3;61
"mpp";34;0;0
"mrkristopherk";0;0;18
"mrs";40;7;83
"msg";4;43;4
"msm";20;0;0
"msnbc";0;0;36
"mss";0;0;8
"msu";0;2;0
"mta";69;0;0
"mtv";6;28;2
"muachi";45;0;0
"muah";0;0;23
"mubarak";0;38;0
"muc";0;0;10
"much";2619;1290;1873
"much-";0;0;1
"much…";32;0;0
"mucho";0;0;23
"muck";3;0;0
"mucus-extract";3;0;0
"mud";1;0;5
"muddl";20;0;0
"muder";24;0;0
"mueller";0;44;0
"muesum";11;0;0
"muffin";2;0;0
"muffl";29;0;0
"mug";12;0;58
"muhammad";6;0;0
"mui";0;0;21
"muir";0;10;0
"mulal";0;1;0
"mulally";0;1;0
"mulcahi";32;0;0
"mulch";16;0;9
"mule";0;3;48
"mulford";0;1;0
"mulitcultur";0;0;14
"mull";0;11;0
"mullah";7;0;0
"mullen";0;36;0
"mullenix";27;0;0
"muller";42;0;0
"mullet/jort";0;0;24
"mulligan";0;23;0
"multi";0;0;29
"multi-billion";1;0;0
"multi-facet";36;0;0
"multi-task…oops";35;0;0
"multi-touch";0;0;2
"multiculturalism";17;0;0
"multifacet";0;30;0
"multilevel";0;4;0
"multimedia";0;50;0
"multin";8;0;0
"multipl";36;87;100
"multiplay";21;24;0
"multipli";1;16;0
"multitrillion-dollar";33;0;0
"multitud";0;62;0
"multivitamin";0;3;0
"multiyear";0;47;0
"mum";78;1;63
"mumbl";21;0;38
"mumbled";5;0;0
"mumford";21;0;0
"mumm";33;0;0
"mummysan";38;0;0
"mums";34;4;0
"mundan";33;0;0
"mundane";3;0;0
"munga";40;0;0
"muni";0;1;0
"munich";0;17;0
"municip";2;13;0
"munit";0;2;0
"munnell";0;42;0
"munoz";0;48;0
"munson";0;35;0
"muqtada";7;0;0
"mural";0;46;15
"murals";0;1;0
"murder";155;187;87
"murders";0;1;0
"murdersuicid";0;2;0
"murdoch";9;0;0
"murdock";0;0;62
"murfreesboro";0;3;0
"murky";15;0;0
"murmuring";20;0;0
"murphi";0;60;67
"murray";0;25;0
"murrelet";0;1;0
"murrelets";0;9;0
"muscl";5;87;8
"muscle";35;0;0
"muscular";29;0;0
"muse";34;0;0
"museo";32;0;0
"museum";13;303;87
"museums";0;10;0
"mushroom";21;46;0
"mushrooms";52;0;0
"mushy";1;0;0
"music";240;346;1225
"musical";0;33;0
"musician";0;177;67
"musicians";0;0;91
"musicplay";0;1;0
"muslim";251;39;0
"muslims";1;0;0
"mussel";0;20;0
"must";761;637;786
"mustaches";0;0;11
"mustang";0;1;0
"mustard";1;38;0
"muster";2;18;0
"muststop";0;5;0
"muszynski";28;0;0
"mutant";31;0;0
"mutat";2;0;0
"mutations";1;0;0
"mute";14;0;0
"muthafucka";23;0;0
"muti";0;2;0
"mutil";30;0;0
"mutiny";0;39;0
"mutter";33;1;0
"mutual";80;41;12
"muycotobin";0;10;0
"muzak";0;0;10
"mvp";0;0;60
"mwahaha";0;0;57
"mycelium";7;0;0
"mychal";0;23;0
"myelinated";0;0;63
"myers";0;8;0
"myle";0;23;0
"myler";9;0;0
"myriad";0;3;0
"myrtl";0;31;0
"myself";972;100;446
"myslef";25;0;0
"myspace";0;0;88
"mysql";0;0;44
"mysteri";156;28;67
"mystery";0;9;0
"mystic";33;0;0
"myth";41;1;0
"mytholog";35;1;0
"myths";63;0;24
"naa";0;0;15
"naa”";37;0;0
"naacp";34;29;0
"naaru";32;0;0
"nab";0;0;35
"nabokov";6;10;0
"nabors";0;4;0
"nacho";30;0;0
"nada";1;0;0
"nadal";0;15;47
"nag";1;32;0
"nah";39;0;71
"naia";0;0;12
"nail";173;0;126
"naiv";11;0;0
"naivety";20;0;0
"nakatani";0;36;0
"nake";69;14;58
"name";826;829;839
"name-brand";12;0;0
"named";0;0;50
"namely";0;16;0
"names";78;110;66
"names/c";35;0;0
"namesak";13;0;0
"namesake";0;0;46
"nan";16;0;0
"nana’s";44;0;0
"nanci";6;35;0
"nanett";0;42;0
"nanni";9;0;0
"nap";2;47;213
"napa";0;6;0
"nap—someth";41;0;0
"naples";1;0;0
"napoli";0;84;0
"napping";38;0;0
"narayan";0;10;0
"narrat";152;0;4
"narrator";2;0;0
"narrator’";4;0;0
"narren";37;0;0
"narrow";3;143;61
"narrowli";0;50;0
"nasa";1;111;0
"nascar";0;0;70
"nasdaq";0;43;0
"nash";0;19;0
"nashvill";0;22;84
"nashville";0;17;43
"nasrin";0;10;0
"nasti";25;0;0
"nastiest";2;0;0
"nasty";0;0;1
"nat";0;0;38
"natali";74;30;50
"natalia";0;42;0
"natalie";10;0;0
"natasha";0;27;64
"natchez";0;0;6
"nate";40;81;0
"nath";0;2;0
"nathan";16;17;0
"nation";630;1412;332
"nation”";0;4;0
"nation’";67;0;0
"national";0;32;0
"national-secur";1;0;0
"nationalism";17;0;0
"nationalist";0;10;0
"nationals";0;36;0
"nationhood";26;0;0
"nations";1;35;0
"nationwid";0;89;1
"nationwide";27;0;0
"nativ";160;373;0
"native";0;11;0
"nativepl";0;38;0
"nato";66;43;18
"natter";17;0;0
"natur";335;430;74
"natural";18;0;0
"naturalga";0;37;0
"nature";68;104;0
"nauseous";6;0;2
"navarat";0;9;0
"navel";38;0;0
"navi";55;6;58
"navig";37;23;0
"naw";0;0;1
"nawaf";14;0;0
"nay";0;0;45
"nazi";76;17;36
"nazis";12;0;0
"nba";0;278;229
"nbamand";0;7;0
"nbc";17;17;3
"nbd";0;0;11
"ncaa";0;46;0
"nchs";22;0;0
"ncis";0;0;1
"near";638;706;226
"near-perman";29;0;0
"nearbi";0;64;0
"nearby";0;0;9
"nearer";0;0;12
"nearest";38;21;0
"nearunanim";0;38;0
"neat";43;1;0
"nebraska";0;54;0
"necess";24;0;0
"necessari";84;34;38
"necessarili";34;2;1
"necessarily";33;0;0
"necessary";76;31;0
"necessit";3;12;0
"neck";105;11;0
"necklac";0;31;0
"necklace";13;0;0
"necklaces";30;0;0
"necklin";35;0;0
"necks";21;0;0
"neckti";0;40;0
"necrosis";0;0;21
"need";2104;1267;2802
"needed";16;72;0
"needi";0;22;0
"needl";0;1;0
"needles";56;0;11
"needless";39;0;54
"needlework";23;0;0
"needn’t";1;0;0
"needs";101;11;173
"neenah";8;0;0
"neeno";0;0;52
"negat";155;13;23
"negative";0;2;39
"negit";0;0;37
"neglect";31;49;14
"neglected";1;0;0
"neglig";1;0;0
"negoti";0;102;0
"negotiable";7;0;0
"negotiations";0;11;0
"negro";76;0;10
"negus";0;0;65
"neighbor";123;84;42
"neighborhood";153;250;24
"neighborhoods";0;25;0
"neighbors";27;0;0
"neil";12;77;1
"neither";104;57;32
"nelli";23;0;0
"nelson";50;26;56
"nem";19;0;0
"nena";0;30;0
"neo-liberalism";43;0;0
"neon";7;0;0
"neonat";0;26;0
"neonazis";0;17;0
"nephew";37;1;98
"nephrologist";20;0;0
"neptun";0;0;48
"nerd";23;0;28
"nerds";0;0;24
"neri";0;0;24
"nerv";20;0;25
"nervewrack";0;39;0
"nervous";63;119;85
"nervousness";65;0;0
"nes";0;0;41
"nest";2;1;22
"nestl";17;0;0
"nests";29;1;0
"net";22;162;42
"netbook";0;0;1
"netflix";0;1;30
"netherlands";19;0;0
"netizen";22;0;0
"netmind";0;15;0
"netopen";0;0;50
"network";111;147;127
"networking";17;24;0
"networks";0;54;0
"neuman";0;54;0
"neuro";14;0;0
"neuroanatom";24;0;0
"neurolog";20;23;0
"neurologist";14;0;0
"neuropathi";14;0;0
"neurophysiolog";24;0;0
"neurot";2;0;0
"neurotox";27;0;0
"neurotoxicologist";27;0;0
"neuter";0;25;0
"neutral";77;38;0
"nev";0;0;33
"nevada";27;0;0
"nevada’s";5;0;0
"never";1180;993;1355
"neverend";0;0;49
"nevermind";0;0;5
"new";3318;3367;3730
"new-found";7;0;0
"new-open";5;0;0
"newark";0;181;0
"newberg";0;3;0
"newbi";4;39;0
"newbies";47;0;0
"newborn";6;0;47
"newburgh";0;30;0
"newcomb";0;28;0
"newcomers";0;35;0
"newer";65;7;0
"newest";89;39;125
"newfound";0;25;0
"newgat";0;30;0
"newington";31;0;0
"newlett";20;0;0
"newli";68;42;0
"newlyw";11;16;0
"newness";49;0;0
"newport";0;82;16
"news";266;408;571
"news-";0;0;1
"news’";33;0;0
"newscorp";1;0;0
"newseum";0;0;4
"newsi";0;33;0
"newslett";20;0;4
"newsletter";4;0;0
"newsmak";0;0;49
"newsman";0;17;0
"newspap";95;45;44
"newspaper";0;31;24
"newspapers";5;34;0
"newsweek";0;0;5
"newswir";0;27;0
"newt";0;13;95
"newton";0;47;0
"nex";0;0;34
"next";1316;968;1633
"next-";1;0;0
"nextdoor";0;0;1
"nfl";0;357;260
"nfls";0;78;0
"nfsu";20;0;0
"nga";41;0;0
"nhl";21;53;0
"ni**a";0;0;4
"niaspan";0;1;0
"nibras";9;0;0
"nice";925;223;978
"nicer";41;3;17
"nicest";0;0;53
"nich";0;25;0
"nichita";0;46;0
"nichol";20;2;0
"nichola";41;37;0
"nichols";6;0;0
"nicholson";43;57;0
"nick";88;159;81
"nickel";34;0;0
"nickelbas";0;14;0
"nicki";0;1;15
"nickjr";0;0;2
"nicknam";0;34;21
"nicol";0;14;0
"nicola";0;1;0
"nicole";32;0;20
"nicotin";0;30;0
"niec";39;3;70
"niehaus";0;76;0
"niemi";0;43;0
"nifti";16;0;0
"nigerian";0;2;0
"nigg**";0;0;46
"nigga";0;0;194
"niggaz";0;0;57
"nigh";26;0;0
"night";946;1035;2692
"nightcap—and";25;0;0
"nightclub";0;0;2
"nightclubs";0;9;0
"nightmar";12;0;0
"nights";49;30;0
"nightshad";37;0;0
"nightspot";0;24;0
"nighttim";10;41;0
"nightvis";0;33;0
"nih";1;43;0
"nihilist";18;0;0
"nihilistic";43;0;0
"nihilists";18;0;0
"nik";10;0;0
"nike";0;28;64
"nike+";0;0;2
"niketown";0;1;0
"nikki";137;1;0
"nil";16;0;0
"niland";0;3;0
"nile";12;0;0
"nim";0;1;0
"nimble";36;0;0
"nin";0;0;13
"nine";12;295;50
"nineday";0;1;0
"ninegam";0;34;0
"ninepoint";0;1;0
"nineteenth-centuri";1;0;0
"nineti";31;0;0
"ningaman";42;0;0
"nino";0;4;0
"ninowski";0;11;0
"nintendo";34;0;0
"ninth";0;160;7
"ninthin";0;16;0
"nip";23;6;0
"nippi";0;1;5
"nite";44;22;62
"nite’";0;0;9
"nitland";0;5;0
"nitrites";51;0;0
"nitro";16;0;0
"nitta";0;21;0
"niu";0;15;0
"nixon";84;12;0
"nixon�";0;12;0
"njmvc";0;18;0
"njtv";0;3;0
"nlcs";0;41;0
"no-on";23;0;0
"no-strik";40;0;0
"nob";0;16;0
"nobl";0;89;0
"noble";0;2;0
"nobodi";117;77;98
"nobody";21;0;0
"noch";0;0;61
"nockels";0;17;0
"nocost";0;5;0
"nocturn";0;1;0
"nod";144;8;39
"nodded";33;0;0
"node";0;0;13
"noel";2;0;0
"nofollow";0;0;39
"nog";10;0;0
"noi";25;0;0
"noir";0;35;0
"nois";9;17;0
"nokil";0;35;0
"nola";0;0;11
"nolan";11;59;0
"nomin";15;93;0
"nominated";10;0;0
"nomination";0;1;0
"nomine";7;0;0
"nominee";0;1;0
"nominees";0;27;0
"nomura";0;25;0
"non";63;0;0
